Screen,Section,Exact UI label,Angular component,Control/property,Visibility condition,Editable/read-only,Required/optional,Unit,Permission,HTTP endpoint,API field,Backend schema,Service,Model,Table,Column,Source type,Validation,Stale effect,Guide link
purchased-electricity,purchased-electricity/purchased-electricity.component.html,Source document,purchased-electricity/purchased-electricity.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedElectricityService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/08-*.md
purchased-electricity,purchased-electricity/purchased-electricity.component.html,Dataset / version,purchased-electricity/purchased-electricity.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedElectricityService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/08-*.md
purchased-electricity,purchased-electricity/purchased-electricity.component.html,Reference description,purchased-electricity/purchased-electricity.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedElectricityService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/08-*.md
purchased-electricity,purchased-electricity/purchased-electricity.component.html,Effective / reference date,purchased-electricity/purchased-electricity.component.html,mat-label,template-present,label,n/a,datetime,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedElectricityService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/08-*.md
purchased-electricity,purchased-electricity/purchased-electricity.component.html,Exported electricity,purchased-electricity/purchased-electricity.component.html,mat-label,template-present,label,n/a,MWh,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedElectricityService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/08-*.md
purchased-electricity,purchased-electricity/purchased-electricity.component.html,Unit,purchased-electricity/purchased-electricity.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedElectricityService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/08-*.md
purchased-electricity,purchased-electricity/purchased-electricity.component.html,Evidence notes,purchased-electricity/purchased-electricity.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedElectricityService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/08-*.md
purchased-electricity,purchased-electricity/purchased-electricity.component.html,[display:result-badge],purchased-electricity/purchased-electricity.component.html,"class=""result-badge""",conditional-css,read-only,n/a,—,cbam:view,POST …/purchased-electricity/executions; GET summary|results|default-factor,—,n/a,CbamPurchasedElectricityService,—,DERIVED_STATUS,UI_STATUS,DERIVED_STATUS,n/a-display-or-derived,may reflect stale,user-guide/08-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Installation,purchased-precursors/purchased-precursors.component.html,formControlName=installationProfileId,template-present,editable-if-configure,required,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,installationProfileId,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,installation_profile_id,USER_INPUT,required-client+server,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Precursor name,purchased-precursors/purchased-precursors.component.html,formControlName=name,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,name,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,name,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Precursor name,purchased-precursors/purchased-precursors.component.html,formControlName=dataSourceMode,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,dataSourceMode,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,data_source_mode,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Identifier,purchased-precursors/purchased-precursors.component.html,formControlName=identifier,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,identifier,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,identifier,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Aggregated goods category,purchased-precursors/purchased-precursors.component.html,formControlName=aggregatedGoodsCategory,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,aggregatedGoodsCategory,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,aggregated_goods_category,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Purchased input record,purchased-precursors/purchased-precursors.component.html,formControlName=purchasedInputRecordId,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,purchasedInputRecordId,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,purchased_input_record_id,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Supplier,purchased-precursors/purchased-precursors.component.html,formControlName=supplierId,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,supplierId,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,supplier_id,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,CN code,purchased-precursors/purchased-precursors.component.html,formControlName=cnSearch,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,n/a-ui-only,cnSearch,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,cn_search,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Country of origin,purchased-precursors/purchased-precursors.component.html,formControlName=countryOfOrigin,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,countryOfOrigin,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,country_of_origin,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Production route,purchased-precursors/purchased-precursors.component.html,formControlName=productionRoute,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,productionRoute,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,production_route,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Purchased quantity,purchased-precursors/purchased-precursors.component.html,formControlName=quantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,quantity,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Unit,purchased-precursors/purchased-precursors.component.html,formControlName=quantityUnit,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,quantityUnit,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,quantity_unit,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Data source mode,purchased-precursors/purchased-precursors.component.html,formControlName=dataSourceMode,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,dataSourceMode,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,data_source_mode,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Specific direct embedded emissions ({{ specificDirectUnit() }}),purchased-precursors/purchased-precursors.component.html,formControlName=specificDirectEmbeddedEmissions,template-present,editable-if-configure,optional/unknown,tCO2e,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,specificDirectEmbeddedEmissions,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,specific_direct_embedded_emissions,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Direct value source,purchased-precursors/purchased-precursors.component.html,formControlName=specificDirectSourceCode,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,specificDirectSourceCode,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,specific_direct_source_code,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Electricity consumption intensity ({{ electricityIntensityUnit() }}),purchased-precursors/purchased-precursors.component.html,formControlName=electricityConsumptionIntensity,template-present,editable-if-configure,optional/unknown,MWh,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,electricityConsumptionIntensity,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,electricity_consumption_intensity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Electricity intensity source,purchased-precursors/purchased-precursors.component.html,formControlName=electricityIntensitySourceCode,template-present,editable-if-configure,optional/unknown,MWh,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,electricityIntensitySourceCode,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,electricity_intensity_source_code,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Electricity emission factor ({{ electricityEfUnit() }}),purchased-precursors/purchased-precursors.component.html,formControlName=electricityEmissionFactor,template-present,editable-if-configure,optional/unknown,tCO2e,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,electricityEmissionFactor,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,electricity_emission_factor,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Electricity factor source,purchased-precursors/purchased-precursors.component.html,formControlName=electricityEfSourceCode,template-present,editable-if-configure,optional/unknown,MWh,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,electricityEfSourceCode,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,electricity_ef_source_code,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Country,purchased-precursors/purchased-precursors.component.html,formControlName=country,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,n/a-ui-only,country,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,country,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,CN code,purchased-precursors/purchased-precursors.component.html,formControlName=cn,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,n/a-ui-only,cn,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,cn,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Production route,purchased-precursors/purchased-precursors.component.html,formControlName=route,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,n/a-ui-only,route,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,route,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Goods description,purchased-precursors/purchased-precursors.component.html,formControlName=description,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,description,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,description,NOT_PERSISTED,ambiguous-column-multiple-tables,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Goods description,purchased-precursors/purchased-precursors.component.html,formControlName=includeOtherCountries,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,n/a-ui-only,includeOtherCountries,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,include_other_countries,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Justification for using a default value,purchased-precursors/purchased-precursors.component.html,formControlName=defaultJustificationCode,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,defaultJustificationCode,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,default_justification_code,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Provenance notes,purchased-precursors/purchased-precursors.component.html,formControlName=provenanceNotes,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,provenanceNotes,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,provenance_notes,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Evidence reference,purchased-precursors/purchased-precursors.component.html,formControlName=evidenceReference,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,evidenceReference,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,evidence_reference,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Target product,purchased-precursors/purchased-precursors.component.html,formControlName=targetProductProfileVersionId,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,targetProductProfileVersionId,CbamPurchasedPrecursorProductUse ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursorProductUse,cbam_purchased_precursor_product_uses,target_product_profile_version_id,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Quantity,purchased-precursors/purchased-precursors.component.html,formControlName=quantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,quantity,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Unit,purchased-precursors/purchased-precursors.component.html,formControlName=unit,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,unit,CbamPurchasedPrecursorProductUse ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursorProductUse,cbam_purchased_precursor_product_uses,unit,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Quantity,purchased-precursors/purchased-precursors.component.html,formControlName=nonCbamQuantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,nonCbamQuantity,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,non_cbam_quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Unit,purchased-precursors/purchased-precursors.component.html,formControlName=nonCbamQuantityUnit,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,nonCbamQuantityUnit,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,non_cbam_quantity_unit,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Notes,purchased-precursors/purchased-precursors.component.html,formControlName=notes,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,notes,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,notes,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,name,purchased-precursors/purchased-precursors.component.html,table-column:name,when-rows,read-only-display,n/a,—,cbam:view,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,name,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,name,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,mode,purchased-precursors/purchased-precursors.component.html,table-column:mode,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,mode,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,mode,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,quantity,purchased-precursors/purchased-precursors.component.html,table-column:quantity,when-rows,read-only-display,n/a,t,cbam:view,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,quantity,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,status,purchased-precursors/purchased-precursors.component.html,table-column:status,when-rows,read-only-display,n/a,—,cbam:view,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,status,CbamPurchasedPrecursor ORM / API DTO,CbamPurchasedPrecursorService,CbamPurchasedPrecursor,cbam_purchased_precursors,status,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,balance,purchased-precursors/purchased-precursors.component.html,table-column:balance,when-rows,read-only-display,n/a,—,cbam:view,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,balance,n/a,CbamPurchasedPrecursorService,—,DERIVED_STATUS,balance,DERIVED_STATUS,no-matching-column,may-reflect-stale-upstream,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,actions,purchased-precursors/purchased-precursors.component.html,table-column:actions,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,actions,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,actions,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,identity,purchased-precursors/purchased-precursors.component.html,table-column:identity,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,identity,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,identity,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,direct,purchased-precursors/purchased-precursors.component.html,table-column:direct,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,direct,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,direct,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,indirect,purchased-precursors/purchased-precursors.component.html,table-column:indirect,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,indirect,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,indirect,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Installation,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Precursor name,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Identifier,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Aggregated goods category,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Purchased input record,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Supplier,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,CN code,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Country of origin,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Production route,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Purchased quantity,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Unit,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Specific direct embedded emissions ({{ specificDirectUnit() }}),purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,tCO2e,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Direct value source,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Electricity consumption intensity ({{ electricityIntensityUnit() }}),purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,MWh,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
purchased-precursors,purchased-precursors/purchased-precursors.component.html,Electricity intensity source,purchased-precursors/purchased-precursors.component.html,mat-label,template-present,label,n/a,MWh,cbam:view,n/a-ui-only,—,n/a,CbamPurchasedPrecursorService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/10-*.md
